Timestamp,Clamped_X,Clamped_Y,Raw_X,Raw_Y,Vx,Vy,Vz
20:13:16.329,-50.00,50.00,-144.50,222.73,-6.96,-275.36,-621.31
20:13:17.082,-50.00,50.00,-123.98,229.29,-1.86,-127.54,-367.24
20:13:17.480,-50.00,50.00,-114.90,271.14,13.18,96.99,-119.15
20:13:18.712,-50.00,50.00,-116.37,279.12,10.71,1.19,-220.67
20:13:20.276,-50.00,50.00,-119.41,238.73,11.15,145.03,-52.58
20:13:39.161,-50.00,-50.00,-144.07,-50.49,-7.28,-329.72,-383.91
20:13:41.086,-50.00,50.00,-90.91,628.79,1.74,-18.64,-255.88
20:13:41.738,-50.00,50.00,-109.21,264.92,-3.90,-12.53,-236.13
20:13:44.258,-50.00,-33.49,-136.23,-33.49,11.98,678.88,-231.11
20:13:44.571,-50.00,50.00,-128.02,87.69,-2.31,-101.22,-255.24
20:13:49.067,-50.00,50.00,-156.75,298.81,1.51,2.45,-242.01
20:13:52.669,-50.00,50.00,-123.73,297.04,0.57,13.73,-249.37
20:13:53.445,-50.00,50.00,-81.65,284.30,17.32,-4.65,-242.71
20:13:56.089,-50.00,50.00,-108.43,289.84,6.52,-14.70,-262.09
20:14:01.321,-50.00,50.00,-113.88,294.58,-15.49,5.28,-244.04
20:14:02.259,-50.00,50.00,-88.66,273.13,16.50,-2.74,-242.47
20:14:03.396,-50.00,50.00,-125.41,300.06,-12.54,-0.45,-250.78
20:14:07.650,-50.00,50.00,-136.38,297.69,4.02,12.48,-245.43
20:14:08.224,-50.00,50.00,-82.01,290.37,6.64,12.53,-241.82
20:14:09.885,-50.00,50.00,-126.41,301.31,18.27,-33.31,-197.32
20:14:10.450,-50.00,50.00,-78.18,264.01,10.55,4.43,-232.55
20:14:13.154,-50.00,50.00,-116.00,232.59,-0.12,54.27,-241.75
20:14:18.493,-50.00,50.00,-120.85,290.47,6.39,-7.27,-240.72
20:14:19.071,-50.00,50.00,-89.44,278.45,6.07,8.14,-226.13
20:14:19.986,-50.00,50.00,-122.28,181.63,13.45,217.69,-204.17
20:14:21.429,-50.00,50.00,-122.90,513.70,-7.25,-21.93,-219.72
20:14:28.464,-50.00,50.00,-130.71,296.17,3.51,-12.60,-262.60
20:14:39.531,-50.00,50.00,-115.59,354.57,-4.76,-22.32,-249.44
20:14:40.628,-50.00,50.00,-115.98,295.99,17.92,-35.67,-263.07
20:14:41.138,-50.00,50.00,-91.44,274.13,6.18,3.63,-262.31
20:14:42.160,-50.00,50.00,-129.79,64.91,5.49,151.75,-78.61
20:14:42.829,-50.00,50.00,-105.76,292.70,-10.35,-754.96,-267.66
20:14:50.950,-50.00,50.00,-129.60,291.14,-2.03,-4.04,-259.65
20:14:52.702,-50.00,50.00,-107.29,288.17,-3.78,-2.78,-255.09
20:14:53.788,-50.00,50.00,-103.31,283.02,18.44,-16.12,-251.97
20:14:54.516,-50.00,50.00,-110.33,226.74,0.27,-24.86,-236.26
20:14:54.976,-50.00,50.00,-108.43,221.75,-4.64,13.92,-219.70
20:14:59.950,-50.00,50.00,-107.44,443.62,-6.51,297.60,-57.22
20:15:06.393,50.00,30.90,247.23,30.90,3.11,-5.57,-158.61
20:15:07.067,50.00,43.20,229.90,43.20,1.71,72.27,-168.67
20:15:14.260,50.00,19.79,216.80,19.79,-0.25,26.38,-204.64
20:15:14.747,50.00,50.00,202.93,69.48,16.71,-94.02,-269.03
20:16:10.792,-50.00,50.00,-101.99,284.64,14.37,-24.04,-275.33
