Timestamp,Clamped_X,Clamped_Y,Raw_X,Raw_Y,Vx,Vy,Vz
16:33:55.147,-50.00,50.00,-98.69,290.79,9.86,12.78,-245.47
16:33:58.177,-50.00,50.00,-122.93,277.46,-10.90,-8.86,-241.79
16:33:59.036,-50.00,50.00,-125.64,279.39,-9.97,26.67,-228.60
16:34:03.238,-50.00,50.00,-106.77,320.81,10.91,74.98,-194.48
16:34:05.478,-50.00,50.00,-123.17,252.58,-8.06,-1.51,-274.45
16:34:06.614,-50.00,50.00,-144.21,110.85,-16.49,-10.76,-294.55
16:34:07.128,-50.00,50.00,-134.15,106.17,-1.05,-144.59,-376.59
16:34:10.001,-50.00,50.00,-128.39,101.25,1.79,-184.09,-433.86
16:34:11.546,-50.00,50.00,-134.23,115.14,-2.02,-73.60,-328.30
16:34:13.053,-50.00,50.00,-125.24,116.02,0.08,-170.20,-428.29
16:34:13.634,-50.00,50.00,-145.13,103.64,-18.67,-41.03,-332.86
16:34:14.158,-50.00,50.00,-132.74,107.16,-1.16,-122.11,-370.08
16:34:15.518,-50.00,50.00,-137.32,116.95,-5.18,-72.24,-338.64
16:34:16.347,-50.00,50.00,-136.81,120.71,0.20,-67.24,-299.74
16:34:17.285,-50.00,50.00,-133.99,116.66,2.18,-72.62,-307.22
16:34:18.729,-50.00,50.00,-134.08,104.46,-4.08,-153.09,-404.37
16:34:20.947,-50.00,50.00,-131.56,119.78,3.41,-73.20,-451.29
16:34:21.536,-50.00,50.00,-129.61,124.26,-1.62,-99.78,-356.08
16:34:22.576,-50.00,50.00,-104.91,214.15,18.90,9.36,-214.41
16:34:22.833,-50.00,50.00,-121.93,107.21,-5.32,-205.46,-519.04
16:34:23.107,-50.00,50.00,-135.30,148.34,-17.84,-32.90,-344.84
16:34:25.164,-50.00,50.00,-113.39,364.37,8.07,183.38,-14.09
16:34:25.620,-50.00,50.00,-129.72,139.01,-6.54,-75.28,-342.98
16:34:26.518,-50.00,50.00,-120.40,224.10,-4.99,31.82,-221.20
16:34:26.861,-50.00,50.00,-121.59,405.48,-0.24,219.40,-15.73
16:34:27.711,-50.00,50.00,-123.34,203.90,-7.28,-15.65,-316.86
16:34:28.160,-50.00,50.00,-132.08,145.10,-15.05,-135.08,-442.54
16:34:28.382,-50.00,50.00,-110.64,319.46,11.25,137.98,-110.47
16:34:28.579,-50.00,50.00,-101.57,271.13,17.67,62.64,-170.53
16:34:29.755,-50.00,50.00,-135.05,95.56,-16.38,-183.26,-501.82
16:34:30.865,-50.00,50.00,-114.37,147.82,0.85,-119.57,-343.72
16:34:33.662,-50.00,50.00,-128.81,312.33,0.18,154.25,-63.21
16:34:34.052,-50.00,50.00,-114.56,257.77,10.60,64.91,-162.11
16:34:34.973,-50.00,50.00,-131.31,87.28,-11.59,-261.15,-553.76
16:34:39.154,-50.00,50.00,-129.39,136.45,1.10,-43.49,-292.08
16:34:40.060,-50.00,50.00,-127.44,114.74,2.88,-75.02,-325.46
16:34:42.988,-50.00,50.00,-126.62,128.95,7.51,-44.18,-270.66
16:34:43.606,-50.00,50.00,-128.29,93.51,-8.31,-189.15,-478.97
16:34:44.873,-50.00,50.00,-131.45,92.93,-19.21,-185.90,-489.49
16:34:45.351,-50.00,50.00,-138.54,107.88,-14.43,-22.72,-313.64
16:34:46.105,-50.00,50.00,-118.24,118.02,-3.26,-150.17,-411.88
16:34:47.126,-50.00,50.00,-126.72,114.87,-3.34,-69.50,-339.52
16:34:50.366,-50.00,50.00,-141.59,118.10,-0.20,32.77,-253.92
16:34:53.821,-50.00,50.00,-147.49,117.62,10.06,1.15,-240.75
16:34:54.561,-50.00,50.00,-128.89,117.39,14.35,2.30,-255.98
16:34:56.452,-50.00,50.00,-130.31,103.72,2.45,-96.15,-343.81
16:35:05.993,-50.00,50.00,-131.99,126.53,2.58,-43.77,-271.04
16:35:06.670,-50.00,50.00,-131.18,109.01,-0.51,-94.20,-359.05
16:35:07.984,-50.00,50.00,-137.92,92.79,-19.16,-168.47,-465.16
16:35:08.232,-50.00,50.00,-140.21,94.94,-15.97,-86.00,-401.16
16:35:08.813,-50.00,50.00,-132.87,119.93,1.99,-59.49,-304.11
16:35:09.398,-50.00,50.00,-126.52,120.54,4.15,-61.10,-315.77
16:35:10.146,-50.00,50.00,-103.43,392.29,10.04,171.62,-23.08
16:35:11.035,-50.00,50.00,-99.47,280.52,10.18,79.83,-145.17
16:35:12.033,-50.00,50.00,-127.78,114.69,-18.62,-208.20,-497.42
16:35:12.478,-50.00,50.00,-127.13,124.72,-13.28,-174.16,-470.15
16:35:13.850,-50.00,50.00,-139.17,117.81,-4.99,6.98,-248.06
16:35:14.370,-50.00,50.00,-129.22,119.76,5.78,-58.94,-303.62
16:35:15.217,-50.00,50.00,-107.33,273.45,15.30,126.08,-99.07
16:35:16.254,-50.00,50.00,-124.88,98.67,-11.61,-221.25,-485.92
16:35:16.931,-50.00,50.00,-131.07,153.12,-13.20,-37.34,-310.18
16:35:17.633,-50.00,50.00,-135.62,98.97,-10.53,-140.67,-396.26
16:35:18.348,-50.00,50.00,-130.97,114.09,-2.57,-76.49,-345.02
16:35:19.443,-50.00,50.00,-128.97,96.11,-7.44,-169.28,-438.78
16:35:21.146,-50.00,50.00,-124.98,78.93,-2.05,-270.07,-547.72
16:35:21.611,-50.00,50.00,-120.55,101.57,-7.28,-171.29,-467.76
16:35:22.774,-50.00,50.00,-134.82,101.92,-7.96,-156.92,-424.69
16:35:25.495,-50.00,50.00,-111.43,246.34,6.53,72.87,-141.02
16:35:26.151,-50.00,50.00,-130.85,131.51,-13.52,-90.73,-385.96
16:35:27.131,-50.00,50.00,-114.55,272.16,1.77,91.34,-171.72
16:35:29.936,-50.00,50.00,-126.95,124.78,-18.33,-133.02,-432.33
16:35:30.442,-50.00,50.00,-109.23,283.63,7.44,125.74,-98.41
16:35:30.682,-50.00,50.00,-117.64,160.08,-3.24,-81.96,-314.38
16:35:32.215,-50.00,50.00,-104.52,198.09,10.16,-33.68,-292.99
16:35:32.434,-50.00,50.00,-122.09,105.39,-15.89,-229.44,-549.83
16:35:33.790,-50.00,50.00,-99.14,311.37,16.83,68.36,-159.21
16:35:34.317,-50.00,50.00,-117.83,128.20,-10.31,-243.64,-533.63
16:35:35.691,-50.00,50.00,-119.26,97.03,-10.61,-237.01,-527.10
16:35:36.258,-50.00,50.00,-123.01,90.90,-19.32,-341.97,-623.57
16:35:37.337,-50.00,50.00,-134.43,84.67,-15.75,-237.75,-524.20
16:35:54.386,-50.00,50.00,-132.28,105.43,-2.80,-108.93,-356.03
16:35:56.586,-50.00,50.00,-134.28,106.68,-7.72,-85.89,-336.63
16:36:07.171,-50.00,50.00,-109.07,130.28,-7.47,87.52,-216.22
16:36:08.543,-50.00,50.00,-135.84,110.89,-8.59,-89.06,-364.84
16:36:09.234,-50.00,50.00,-130.07,119.57,-1.53,-68.47,-315.96
16:36:10.094,-50.00,50.00,-129.08,115.60,-4.07,-105.83,-356.49
16:36:10.789,-50.00,50.00,-129.25,120.39,-2.05,-54.36,-296.56
16:36:11.298,-50.00,50.00,-133.78,104.60,-10.59,-102.20,-383.51
16:36:13.109,-50.00,50.00,-125.02,105.80,-4.95,-126.36,-397.52
16:36:14.414,-50.00,50.00,-108.89,308.69,19.10,164.58,-30.06
16:36:14.926,-50.00,50.00,-125.33,113.94,-0.73,-118.77,-406.05
16:36:15.447,-50.00,50.00,-120.42,98.20,-6.67,-222.65,-500.24
16:36:16.271,-50.00,50.00,-140.57,115.43,-14.82,4.12,-263.07
16:36:16.542,-50.00,50.00,-136.32,138.01,-7.62,-16.35,-259.88
16:36:17.616,-50.00,50.00,-126.30,136.74,7.70,-19.12,-234.22
16:36:18.767,-50.00,50.00,-115.51,119.13,3.09,-154.69,-399.97
