Timestamp,Clamped_X,Clamped_Y,Raw_X,Raw_Y,Vx,Vy,Vz
18:22:02.980,50.00,-50.00,297.50,-197.06,-13.96,-103.37,-1894.28
18:22:11.023,50.00,-50.00,57.68,-170.54,-11.05,4.02,-2091.75
18:22:34.304,-50.00,50.00,-67.26,106.07,9.11,-43.90,-2100.13
18:22:39.859,50.00,2.16,434.65,2.16,17.08,3.51,-1035.45
18:22:54.738,-50.00,-50.00,-100.25,-98.76,-10.22,-102.72,-1711.03
18:22:58.819,50.00,-50.00,63.94,-195.24,17.89,-24.54,-1586.69
18:23:06.377,-50.00,-50.00,-69.19,-270.04,-17.00,-8.22,-2106.55
18:23:08.431,-50.00,-25.87,-105.37,-25.87,-6.89,80.68,-1932.78
18:23:13.066,50.00,50.00,66.45,312.37,2.03,95.66,-1911.75
18:23:18.421,-50.00,-50.00,-78.22,-228.03,7.51,-135.60,-1728.48
18:23:20.826,50.00,-50.00,166.36,-215.77,7.04,-36.05,-1652.12
18:23:29.797,-50.00,50.00,-176.05,113.71,-9.09,122.40,-1917.00
18:23:46.591,-50.00,-50.00,-275.58,-216.74,-15.83,41.29,-2740.42
18:24:04.724,-23.02,-50.00,-23.02,-187.98,-11.14,-63.86,-3351.17
18:24:08.281,50.00,17.83,340.31,17.83,10.11,12.01,-1457.79
18:24:17.968,50.00,50.00,311.47,136.92,5.56,68.31,-1734.99
18:24:28.329,50.00,50.00,50.73,234.08,0.42,-4.76,-1871.99
18:24:40.712,-50.00,-50.00,-97.24,-88.27,-13.82,-76.84,-1739.17
18:25:00.477,50.00,-50.00,81.85,-56.59,14.41,-4.12,-1726.95
18:25:14.383,-50.00,-50.00,-230.05,-122.90,-18.38,64.78,-2116.25
18:25:32.397,-50.00,-50.00,-142.86,-209.90,-17.71,-136.87,-2129.32
18:25:51.492,-23.14,50.00,-23.14,129.11,13.87,6.24,-1653.58
18:26:18.197,-50.00,-50.00,-119.03,-105.14,-17.83,-81.35,-2185.47
18:26:33.669,-50.00,50.00,-127.79,57.90,-15.85,37.53,-2179.39
18:26:41.969,50.00,50.00,155.74,59.08,17.78,-15.08,-1843.25
18:26:50.193,-50.00,-43.34,-60.50,-43.34,-14.58,2.25,-2179.89
18:27:17.014,-50.00,-50.00,-65.01,-242.77,-6.00,14.08,-2541.54
18:27:18.174,-50.00,-50.00,-135.67,-86.38,-13.52,72.00,-2128.60
18:27:22.772,25.00,-6.70,25.00,-6.70,15.32,32.03,-1699.53
18:27:34.525,-50.00,9.29,-99.10,9.29,-2.86,99.43,-2006.01
18:27:52.922,-50.00,-50.00,-105.51,-164.20,-13.88,-107.18,-1802.80
18:28:15.294,-18.85,50.00,-18.85,213.29,19.15,24.81,-1703.34
18:28:20.909,-50.00,-50.00,-129.61,-136.94,-18.12,-124.37,-1769.80
18:28:37.360,-50.00,22.20,-107.38,22.20,-12.24,84.04,-2075.80
18:28:43.865,50.00,50.00,167.69,224.30,12.78,24.75,-1603.16
18:29:07.873,-13.81,50.00,-13.81,278.38,8.24,19.06,-4739.28
18:29:25.968,-50.00,-40.01,-131.78,-40.01,-19.72,-122.82,-1856.22
18:29:27.118,-50.00,-50.00,-150.85,-239.38,-17.17,-142.42,-1781.77
18:29:33.767,-50.00,-50.00,-103.03,-269.42,-14.54,22.56,-2302.39
18:29:35.036,-50.00,50.00,-144.09,73.01,-17.44,116.93,-2413.46
18:29:43.352,50.00,-33.23,312.68,-33.23,8.74,-61.96,-1770.91
