Timestamp,Clamped_X,Clamped_Y,Raw_X,Raw_Y,Vx,Vy,Vz
15:34:43.506,-50.00,50.00,-118.97,96.77,0.06,-160.10,-440.97
15:34:44.857,-50.00,50.00,-122.39,106.32,2.46,-82.80,-324.15
15:34:46.090,-50.00,50.00,-124.98,109.77,-0.19,-76.55,-331.93
15:34:48.784,-50.00,50.00,-120.41,111.57,6.37,-82.12,-328.25
15:34:50.005,-50.00,50.00,-136.76,112.36,-17.02,5.61,-253.39
15:34:52.833,-50.00,50.00,-129.82,113.59,0.58,-0.32,-123.94
15:34:54.585,-50.00,50.00,-127.24,192.46,-6.88,91.06,-152.82
15:34:57.281,-50.00,50.00,-121.52,116.75,5.48,-63.51,-325.45
15:34:59.599,-50.00,50.00,-129.34,96.46,-5.82,-122.36,-399.75
15:35:00.460,-50.00,50.00,-126.13,112.43,-0.42,-73.99,-317.25
15:35:01.196,-50.00,50.00,-129.59,96.49,-10.53,-115.62,-399.26
15:35:03.093,-50.00,50.00,-131.14,101.54,-4.68,-75.57,-359.33
15:35:03.601,-50.00,50.00,-123.81,105.41,-0.75,-98.28,-370.97
15:35:04.376,-50.00,50.00,-125.79,98.01,-11.29,-136.31,-419.91
15:35:08.902,-50.00,50.00,-123.09,89.25,-0.49,-165.31,-421.87
15:35:10.727,-50.00,50.00,-102.89,307.12,6.61,159.92,-63.33
15:35:11.238,-50.00,50.00,-112.08,86.59,-14.47,-308.76,-613.41
15:35:13.039,-50.00,50.00,-119.80,111.61,-3.75,14.34,-227.16
15:35:16.656,-50.00,50.00,-133.49,112.31,-9.82,0.42,-247.73
15:35:20.342,-50.00,50.00,-138.73,114.00,-9.32,1.81,-249.39
15:35:24.460,-50.00,50.00,-90.16,106.76,-9.26,3.47,-261.94
15:35:26.122,-50.00,50.00,-123.95,111.43,-14.63,0.50,-241.63
15:35:33.252,-50.00,50.00,-138.30,114.93,5.80,-0.79,-257.81
15:35:38.703,-50.00,-50.00,-133.14,-94.48,7.80,-313.59,-461.43
15:35:40.745,-50.00,50.00,-134.65,113.25,-0.30,-0.56,-241.37
15:35:44.287,-50.00,50.00,-140.68,114.39,-2.09,-2.05,-259.29
15:35:46.636,-50.00,50.00,-139.17,112.99,-14.02,-4.71,-254.11
15:35:49.460,-50.00,50.00,-124.11,114.20,2.28,-69.36,-320.15
15:35:53.892,-50.00,50.00,-144.89,118.46,-17.10,7.56,-246.32
15:35:55.893,-50.00,50.00,-144.17,114.22,-12.07,-1.70,-252.71
15:36:01.115,-50.00,50.00,-136.81,113.48,-4.17,-5.78,-254.20
15:36:01.646,-50.00,50.00,-106.18,129.54,-4.08,82.00,-227.55
15:36:03.133,-29.50,50.00,-29.50,102.37,-8.97,28.80,-179.94
15:36:04.687,-50.00,50.00,-139.42,116.66,-13.20,2.52,-253.13
15:36:11.875,-50.00,50.00,-134.46,112.40,-10.08,-7.58,-237.55
15:36:14.067,-50.00,50.00,-52.05,97.99,-1.77,4.45,-227.99
15:36:15.788,-50.00,50.00,-137.39,116.86,-8.07,1.24,-242.99
15:36:26.422,-50.00,50.00,-139.11,117.07,-13.49,3.20,-258.53
15:36:28.491,-50.00,50.00,-133.69,104.65,-4.34,-86.45,-354.11
15:36:29.345,-50.00,50.00,-124.91,91.73,-17.43,-230.98,-539.22
15:36:30.947,-50.00,50.00,-139.06,120.86,-14.15,-54.34,-296.12
15:36:35.068,-50.00,50.00,-71.56,215.91,-5.89,65.13,-173.18
15:36:36.777,-50.00,50.00,-124.08,124.97,-16.44,-74.28,-384.82
15:36:39.420,-50.00,50.00,-134.08,102.46,-15.78,-152.61,-420.62
15:36:39.926,-50.00,50.00,-133.79,104.68,-12.87,-98.16,-383.46
15:36:40.270,-50.00,50.00,-131.84,118.87,-5.99,-67.46,-309.90
15:36:41.195,-50.00,50.00,-130.49,111.04,-6.85,-111.91,-363.03
15:36:42.503,-50.00,50.00,-121.63,99.75,-17.62,-194.27,-506.15
15:36:48.834,-50.00,-47.06,-95.96,-47.06,-7.41,-89.84,-228.44
15:36:50.035,-50.00,-50.00,-52.19,-75.20,-5.19,-28.54,-220.32
15:36:53.467,-50.00,-50.00,-134.11,-97.12,-17.22,11.59,-246.57
15:36:56.066,-50.00,50.00,-153.38,66.31,11.81,234.87,-247.29
15:36:57.789,-47.61,50.00,-47.61,111.29,11.81,34.28,-227.22
15:37:00.245,-50.00,50.00,-125.59,108.28,-1.14,-79.81,-328.36
15:37:01.737,-50.00,50.00,-114.44,128.60,6.85,-33.22,-260.37
15:37:02.425,-50.00,50.00,-127.35,105.47,-11.11,-91.45,-361.51
15:37:06.400,-50.00,50.00,-125.48,132.51,4.59,-24.29,-252.53
15:37:07.202,-50.00,50.00,-128.11,90.66,-11.78,-160.61,-460.60
15:37:10.832,13.08,19.73,13.08,19.73,-0.46,1.27,-225.58
15:37:14.913,14.38,20.14,14.38,20.14,7.09,3.34,-212.32
15:37:16.579,-4.00,32.97,-4.00,32.97,12.64,-8.57,-208.36
15:37:16.980,-6.36,32.97,-6.36,32.97,-8.30,16.95,-222.50
15:37:25.589,-50.00,50.00,-133.39,101.50,-0.63,-99.02,-385.49
15:37:26.111,-50.00,50.00,-126.93,100.87,-0.90,-135.28,-414.41
15:37:29.512,-50.00,50.00,-126.40,103.63,-9.75,-98.60,-348.75
15:37:31.900,-50.00,50.00,-126.32,124.38,5.96,-43.72,-297.48
15:37:33.610,-50.00,50.00,-135.90,102.53,-8.09,-92.26,-384.99
15:37:34.599,-50.00,50.00,-122.67,118.40,7.62,-57.68,-281.47
15:37:34.953,-50.00,50.00,-128.72,100.26,-9.12,-116.81,-379.00
15:37:35.610,-50.00,50.00,-139.83,113.65,-8.61,2.14,-252.80
15:37:36.705,-50.00,50.00,-130.83,114.65,-0.36,-72.18,-319.23
15:37:41.193,-50.00,50.00,-140.99,114.87,-0.18,1.24,-233.21
15:37:44.376,-50.00,50.00,-114.03,126.96,-12.27,87.57,-240.08
15:37:46.227,-50.00,50.00,-136.90,113.08,-10.87,-5.37,-261.49
15:37:49.385,-5.01,-50.00,-5.01,-67.62,12.53,15.81,-214.75
15:37:51.656,-50.00,50.00,-136.87,112.94,-5.86,-9.07,-253.18
15:38:01.297,-50.00,1.11,-93.89,1.11,9.86,-107.16,-254.77
15:38:03.188,-50.00,50.00,-136.75,114.04,-10.32,-2.40,-250.39
15:38:05.052,-50.00,50.00,-135.46,113.97,-2.15,-1.83,-255.76
15:38:10.556,-50.00,50.00,-138.47,113.36,-11.35,-0.98,-250.96
15:38:17.080,-50.00,50.00,-148.61,93.41,-19.92,-48.20,-262.73
15:38:19.215,-14.11,10.76,-14.11,10.76,-1.69,-15.33,-223.31
15:38:22.001,-50.00,-50.00,-160.75,-93.89,-19.42,-29.03,-245.99
15:38:22.300,-50.00,50.00,-136.31,205.69,19.04,484.33,-278.59
15:38:22.969,-50.00,50.00,-131.06,123.65,8.33,-10.67,-267.58
15:38:25.389,-50.00,-50.00,-146.55,-56.62,-0.06,-295.97,-208.93
15:38:26.644,-50.00,50.00,-126.53,111.65,17.24,-18.88,-232.58
15:38:29.159,-50.00,42.90,-147.21,42.90,-10.35,-27.81,-231.59
15:38:30.340,-50.00,50.00,-138.71,118.15,1.63,120.15,-317.03
15:38:31.162,-50.00,50.00,-136.94,121.16,-1.49,133.96,-380.99
15:38:34.291,-14.27,50.00,-14.27,112.42,3.43,16.44,-237.72
15:38:36.328,-50.00,50.00,-51.16,111.74,-17.17,-6.66,-232.22
15:38:39.603,-50.00,50.00,-85.51,252.48,2.93,-33.26,-309.78
15:38:50.852,-50.00,50.00,-70.64,260.29,19.24,-5.88,-268.62
15:38:51.367,-50.00,50.00,-81.70,275.04,0.62,10.66,-262.16
15:38:55.994,-50.00,50.00,-128.20,111.07,-9.49,-1.00,-246.68
15:39:01.009,-50.00,50.00,-139.38,113.66,4.96,-4.65,-270.81
15:39:06.695,-50.00,50.00,-136.26,112.86,-5.21,-4.43,-266.76
15:39:12.919,47.80,-50.00,47.80,-163.54,-5.01,-27.76,-211.14
15:39:17.417,-50.00,50.00,-117.46,163.96,5.11,70.04,-265.30
15:39:18.916,-2.81,50.00,-2.81,171.55,18.01,27.01,-231.02
15:39:21.947,-50.00,50.00,-60.44,228.08,-16.49,0.96,-213.21
15:39:23.294,-50.00,50.00,-74.71,216.31,-15.65,-11.93,-236.94
15:39:24.109,-50.00,50.00,-93.28,198.47,-13.01,-29.70,-245.97
15:39:26.658,-50.00,50.00,-66.81,164.76,18.25,-5.50,-248.69
15:39:28.780,-41.53,50.00,-41.53,190.25,15.69,14.69,-219.13
15:40:03.663,-43.91,50.00,-43.91,205.10,8.39,62.75,-234.21
15:40:07.010,-50.00,50.00,-139.91,105.47,-5.11,-46.04,-355.44
15:40:12.378,-50.00,50.00,-137.18,116.62,-3.79,6.07,-240.56
15:40:14.156,-50.00,50.00,-136.89,85.61,-17.70,-213.85,-428.94
15:40:14.666,-50.00,50.00,-142.64,106.18,-11.81,-21.31,-292.73
15:40:15.471,-50.00,50.00,-127.98,109.99,9.82,-40.94,-324.33
15:40:15.870,-50.00,50.00,-124.21,121.40,5.34,-0.42,-307.76
15:40:16.788,-50.00,50.00,-111.68,83.17,-17.52,-21.46,-239.04
15:40:18.213,-12.28,11.98,-12.28,11.98,12.01,-23.97,-217.76
15:40:26.344,-50.00,50.00,-131.12,101.64,3.25,-105.26,-375.33
15:40:29.105,-50.00,-50.00,-136.30,-286.23,-11.17,-528.12,-172.73
15:40:31.462,-50.00,-40.94,-61.35,-40.94,15.26,-33.89,-242.25
15:40:34.439,-50.00,50.00,-142.90,118.68,-16.40,18.63,-380.49
15:40:38.446,-50.00,50.00,-137.93,114.36,-13.18,-0.10,-240.51
15:40:45.053,-50.00,50.00,-126.09,110.21,-17.79,-86.33,-311.79
15:40:45.910,-50.00,50.00,-142.72,115.06,-14.13,2.65,-263.33
15:40:48.539,-50.00,50.00,-131.34,133.21,1.95,-23.72,-245.82
15:40:48.986,-50.00,50.00,-129.89,104.11,-3.16,-109.02,-376.17
15:40:49.690,-50.00,50.00,-134.43,98.47,-16.15,-101.94,-409.38
15:40:54.240,-8.35,-50.00,-8.35,-126.30,2.40,-32.37,-220.29
15:40:54.930,-28.51,-50.00,-28.51,-139.69,-16.01,-18.35,-227.29
15:40:57.045,-50.00,-36.17,-116.82,-36.17,-12.73,-139.74,-241.35
15:40:58.402,-50.00,50.00,-140.33,127.38,-10.51,22.55,-252.65
15:41:10.851,-50.00,50.00,-151.56,102.44,-5.17,172.31,-496.98
15:41:19.296,-13.42,-50.00,-13.42,-201.95,-0.69,-35.65,-218.52
15:41:20.151,-26.96,-50.00,-26.96,-247.51,5.48,-164.87,-228.71
15:41:22.568,-50.00,50.00,-138.72,142.86,-5.76,271.08,-591.91
15:41:27.169,-50.00,50.00,-92.48,455.42,-16.63,290.20,-63.20
15:41:30.027,-50.00,50.00,-136.28,103.67,14.26,-3.12,-552.92
15:41:30.360,-50.00,-50.00,-147.10,-98.13,-7.81,-266.66,-280.33
15:41:33.534,-50.00,50.00,-126.77,100.04,5.25,-78.52,-363.80
15:41:39.519,-50.00,50.00,-77.01,247.96,4.22,-32.72,-311.63
15:41:45.586,-50.00,50.00,-140.05,114.93,1.86,-4.05,-253.33
