Timestamp,Clamped_X,Clamped_Y,Raw_X,Raw_Y,Vx,Vy,Vz
16:36:53.648,-5.89,-38.98,-5.89,-38.98,14.64,-289.46,-422.60
16:36:56.129,50.00,-12.47,81.34,-12.47,14.21,-78.06,-200.22
16:36:59.104,50.00,-0.05,226.69,-0.05,1.76,-92.77,-228.48
16:37:00.655,-50.00,50.00,-110.78,271.99,6.45,-0.95,-255.79
16:37:04.842,-50.00,50.00,-158.04,118.02,-6.53,-1.28,-243.92
16:37:13.217,-50.00,50.00,-161.81,117.53,2.30,-0.09,-244.18
16:37:13.786,-50.00,50.00,-142.26,117.68,19.33,-1.47,-254.41
16:37:15.353,-50.00,50.00,-152.64,117.05,-10.60,-0.90,-266.67
16:37:18.304,-50.00,50.00,-154.25,117.17,11.16,-0.10,-255.19
16:37:18.814,-50.00,50.00,-142.85,118.40,14.34,1.17,-253.48
16:37:20.250,-50.00,-50.00,-174.37,-211.26,-17.09,-249.23,-326.97
16:37:22.774,-50.00,-50.00,-127.75,-327.85,-5.09,-78.40,-261.81
16:37:23.819,-50.00,50.00,-153.68,127.70,-10.05,-5.49,-263.30
16:37:27.973,-50.00,50.00,-71.82,90.93,8.36,15.67,-243.95
16:37:29.930,-50.00,50.00,-104.36,187.15,10.34,418.44,-255.36
16:37:35.935,-24.78,50.00,-24.78,109.17,-0.69,-26.42,-207.37
16:37:37.273,-50.00,50.00,-87.11,82.19,-0.84,0.29,-257.94
16:37:38.307,-50.00,50.00,-119.44,332.27,-14.45,64.07,-167.16
16:37:41.988,-50.00,50.00,-109.35,260.01,1.67,-18.63,-267.73
16:37:44.047,-50.00,50.00,-147.78,78.77,-1.56,-171.78,-393.08
16:37:45.719,-50.00,50.00,-127.93,103.01,-15.41,-259.20,-574.39
16:37:47.125,-50.00,50.00,-126.13,238.53,-7.30,54.40,-234.00
16:37:48.315,-50.00,50.00,-134.28,85.00,-12.28,-251.61,-551.64
16:37:49.398,-50.00,50.00,-112.26,297.95,4.86,124.74,-114.47
16:37:54.933,11.52,20.84,11.52,20.84,17.75,-31.35,-209.93
16:38:01.595,-2.46,-50.00,-2.46,-76.07,14.55,-36.05,-216.87
16:38:02.387,12.82,-50.00,12.82,-97.53,13.41,-31.57,-223.83
16:38:03.718,37.72,-50.00,37.72,-132.66,17.09,-28.94,-210.79
